,displayName,description,abbreviation,value,perGameValue,rank,teamName
26,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,7.0,,1.0,Rams
27,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0.0,,1.0,Rams
28,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,7.0,,8.0,Rams
29,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1053.0,61.0,3.0,Rams
30,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,112.0,6.0,4.0,Rams
31,Kickoff Returns,The number of times a kickoff was returned.,KR,33.0,1.0,1.0,Rams
32,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0.0,,1.0,Rams
33,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,663.0,39.0,2.0,Rams
34,Kickoffs,The number of kickoffs taken.,K,78.0,4.0,3.0,Rams
35,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,4875.0,49.0,4.0,Rams
36,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,61.0,,1.0,Rams
37,Long Field Goal Made,The distance of the longest field goal made.,LNG,58.0,39.0,1.0,Rams
38,Long Kickoff,The distance of the longest kickoff.,LK,69.0,33.0,2.0,Rams
39,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Rams
40,Total Kicking Points,The number of total points earned kicking.,PTS,115.0,6.0,3.0,Rams
41,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,78.205,77.24099731445312,1.0,Rams
42,Touchbacks,The number of kickoffs that result in touchbacks.,TB,61.0,3.0,1.0,Rams
0,Defensive Fumbles Returns,The number of fumble returns.,DFR,0.0,,1.0,Rams
1,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0.0,,1.0,Rams
2,Fumble Recoveries,The number of fumble recoveries.,FR,6.0,,28.0,Rams
3,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,12.0,,21.0,Rams
4,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0.0,,1.0,Rams
5,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0.0,,1.0,Rams
6,Kick Return Fumbles,The number of kick return fumbles.,KRF,0.0,,1.0,Rams
7,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0.0,,1.0,Rams
8,Kick Returns,The number of kick returns.,ATT,33.0,1.0,12.0,Rams
9,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0.0,,6.0,Rams
10,Kick Return Yards,The total yardage of kick returns.,YDS,663.0,39.0,18.0,Rams
11,Long Kick Return,The longest kick return in yards.,LNG,34.0,20.0,27.0,Rams
12,Long Punt Return,The longest punt return in yards.,LNG,22.0,7.0,24.0,Rams
13,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0.0,,1.0,Rams
14,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0.0,,1.0,Rams
15,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,8.0,,20.0,Rams
16,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,22.0,,18.0,Rams
17,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0.0,,1.0,Rams
18,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0.0,,1.0,Rams
19,Punt Return Fair Catches,The number of punt return fair catches.,FC,19.0,1.0,12.0,Rams
20,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,76.0,,9.0,Rams
21,Punt Return Fumbles,The number of punt return fumbles.,PRF,0.0,,1.0,Rams
22,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0.0,,1.0,Rams
23,Punt Returns,The number of punt returns.,ATT,25.0,1.0,25.0,Rams
24,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0.0,,1.0,Rams
25,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0.0,,1.0,Rams
26,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0.0,,4.0,Rams
27,Punt Return Yards,The total yardage of punt returns.,YDS,183.0,10.0,26.0,Rams
28,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0.0,,1.0,Rams
29,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0.0,,1.0,Rams
30,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Rams
31,Yards Per Kick Return,The average number of yards per kick return.,AVG,20.091,17.948999404907227,28.0,Rams
32,Yards Per Punt Return,The average number of yards per punt return.,AVG,7.32,5.039000034332275,24.0,Rams
33,Yards Per Return,The average number of yards per return.,YDS/R,14.586,,25.0,Rams
0,Average Punt Return Yards,The average number of yards per punt return.,AVG,10.333,5.354000091552734,9.0,Rams
1,Fair Catches,The number of fair catches.,FC,14.0,,25.0,Rams
2,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,48.366,42.09299850463867,11.0,Rams
3,Long Punt,The distance of the longest punt.,LNG,67.0,51.0,20.0,Rams
4,Net Average Punt Yards,The average net number of yards per punt.,NET,41.945,37.99399948120117,22.0,Rams
5,Punt Returns,The number of times a punt was returned.,ATT,36.0,2.0,6.0,Rams
6,Punt Return Yards,The total amount of yardage of punt returns.,YDS,372.0,21.0,4.0,Rams
7,Punts,The number of punts taken.,PUNTS,71.0,4.0,13.0,Rams
8,Punts Blocked,The number of times a punt was blocked.,PBLK,2.0,,1.0,Rams
9,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,2.817,0.0689999982714653,2.0,Rams
10,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,5.0,,28.0,Rams
11,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,7.042,,30.0,Rams
12,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,19.0,1.0,28.0,Rams
13,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,26.761,23.94099998474121,32.0,Rams
14,Punt Yards,The total amount of yardage of punts.,YDS,3434.0,202.0,11.0,Rams
15,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Rams
16,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,5.634,5.0980000495910645,21.0,Rams
17,Touchbacks,The number of kickoffs that result in touchbacks.,TB,4.0,,18.0,Rams
0,Defensive Points,The number of points scored on defense.,DP,0.0,,11.0,Rams
1,Field Goals,The number of field goals made.,FG,28.0,1.0,16.0,Rams
2,Kick Extra Points,The number of extra points made.,PAT,31.0,1.0,21.0,Rams
3,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0.0,,1.0,Rams
4,Passing Touchdowns,The total number of passing touchdowns.,PASS,16.0,,28.0,Rams
5,Receiving Touchdowns,The total number of receiving touchdowns.,REC,16.0,,28.0,Rams
6,Return Touchdowns,The total number of return touchdowns.,RET,1.0,,21.0,Rams
7,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,15.0,,15.0,Rams
8,Total Points,The number of total points scored.,PTS,307.0,17.0,27.0,Rams
9,Total Points Per Game,The number of points scored per game.,TP/G,18.059,,27.0,Rams
10,Total Touchdowns,The number of touchdowns scored in total.,TD,32.0,1.0,26.0,Rams
11,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,0.0,,26.0,Rams
12,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,0.0,,21.0,Rams
13,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,0.0,,21.0,Rams
14,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,0.0,,14.0,Rams
15,One Point Safeties Made,One Point Safeties Made,OPSM,0.0,,1.0,Rams
0,Total 1st downs,The the number of first downs.,CMP,293.0,17.0,27.0,Rams
1,Passing 1st downs,The number of times a pass results in a first down.,FDP,181.0,10.0,22.0,Rams
2,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,23.0,1.0,27.0,Rams
3,First Downs Per Game,The average number of first downs per game.,FD/G,17.235,17.0,27.0,Rams
4,Rushing 1st downs,The number of times a rush results in a first down.,FDR,89.0,5.0,30.0,Rams
5,First Downs Attempts,The number of attempts at getting a first down.,FDA,19.0,1.0,21.0,Rams
6,4th down %,The percentage of fourth down attempts that are converted.,4THC%,78.947,50.98099899291992,1.0,Rams
7,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,15.0,,5.0,Rams
8,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,8.0,,20.0,Rams
9,Possession Time Seconds,The total time of possession in seconds.,POSS,30402.0,1788.0,19.0,Rams
10,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,70.79,,9.0,Rams
11,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,35.56,,6.0,Rams
12,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,91.11,52.0,3.0,Rams
13,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,55.56,,13.0,Rams
14,Third Down Attempts,The number of 3rd down attempts.,3RDA,211.0,12.0,21.0,Rams
15,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,39.336,39.992000579833984,18.0,Rams
16,Third Down Conversions,The number of 3rd down conversions.,3RDC,83.0,4.0,17.0,Rams
17,Total Giveaways,The total number of giveaways.,TGV,23.0,,8.0,Rams
18,Total Penalties,The total number of total penalties.,TPEN,76.0,4.0,31.0,Rams
19,Total Penalty Yards,The total number of penalty yards.,TPY,655.0,38.0,28.0,Rams
20,Total Takeaways,The total number of takeaways.,TT,22.0,,17.0,Rams
21,Total Drives,The total number of drives.,D,0.0,,1.0,Rams
22,Turnover Ratio,Difference between take-aways and give-aways,DIFF,-1.0,,16.0,Rams
0,Fumbles,The number of times a player/team has fumbled the ball,FUM,16.0,1.0,25.0,Dolphins
1,Fumbles Lost,The number of times a fumble is recovered by the opposing team,LST,6.0,,28.0,Dolphins
2,Forced Fumbles,The total number of forced fumbles.,FF,13.0,,46.0,Dolphins
3,Fumbles Recovered,The number of fumbles recovered.,FR,6.0,,28.0,Dolphins
4,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown.,FTD,3.0,,2.0,Dolphins
5,Games Played,Games Played,GP,17.0,,1.0,Dolphins
6,Two Point Returns,The number of two point attempts that is returned by the offense.,2PTR,0.0,,1.0,Dolphins
7,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the offense.,OFTD,1.0,,1.0,Dolphins
8,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the defense.,DFTD,2.0,,2.0,Dolphins
0,Average Gain,The average gained yards per position.,AG,636.242,,2.0,Dolphins
1,Completion Percentage,The percentage of completed passes.,CMP%,63.014,62.65599822998047,20.0,Dolphins
2,Completions,The times a player completes a pass to another player who is eligible to catch a pass.,CMP,368.0,21.0,11.0,Dolphins
3,ESPN Quarterback Rating,The quarterback rating used to compare overall offensive performance relative to other positions.,EQBR,6415.0,,4.0,Dolphins
4,Interception Percentage,The percentage of passes thrown that were intercepted by the opposing team.,INT%,2.568,2.496000051498413,20.0,Dolphins
5,Interceptions,The number of passes thrown that were intercepted by the opposing team.,INT,15.0,,22.0,Dolphins
6,Longest Pass,The longest pass play completed in terms of yards.,LNG,84.0,47.0,2.0,Dolphins
7,Miscellaneous Yards,The number of miscellaneous yards.,MISC,0.0,,1.0,Dolphins
8,Net Passing Yards,The amount of net passing yards.,NYDS,4511.0,265.0,4.0,Dolphins
9,Net Passing Yards Per Game,The amount of net passing yards per game.,NYDS/G,265.35294,,4.0,Dolphins
10,Net Total Yards,The amount of net total yards.,NTYDS,6197.0,,6.0,Dolphins
11,Net Yards Per Game,The amount of net total yards per game.,NTYDS/G,364.52942,,6.0,Dolphins
12,Passing Attempts,The number of times a pass is attempted.,ATT,584.0,34.0,12.0,Dolphins
13,Passing Big Plays,The number of times a pass results in a big play.,BIGP,62.0,,3.0,Dolphins
14,Passing 1st downs,The number of times a pass results in a first down.,FIRST,220.0,12.0,7.0,Dolphins
15,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,8.0,,17.0,Dolphins
16,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,4.0,,21.0,Dolphins
17,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,5.137,2.941176414489746,6.0,Dolphins
18,Passing Touchdowns,The total number of passing touchdowns.,TD,30.0,1.0,4.0,Dolphins
19,Passing Yards,The total passing yards.,YDS,4765.0,280.0,4.0,Dolphins
20,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,1796.0,,18.0,Dolphins
21,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,2969.0,,1.0,Dolphins
22,Passing Yards Per Game,The number of passing yards per game.,YDS/G,280.294,,5.0,Dolphins
23,Passer Rating,Passer Rating,RTG,95.014175,87.80059051513672,20.0,Dolphins
24,Total Sacks,The total number of sacks.,SACK,35.0,2.0,23.0,Dolphins
25,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,254.0,14.0,14.0,Dolphins
26,Net Passing Attempts,Net Passing Attempts.,NATT,619.0,36.0,11.0,Dolphins
27,Team Games Played,The amount of games played.,TGP,17.0,,1.0,Dolphins
28,Total Offensive Plays,The number of total offensive plays.,TOP,1009.0,58.0,20.0,Dolphins
29,Total Points,The number of total points scored.,PTS,397.0,23.0,11.0,Dolphins
30,Total Points Per Game,The number of points scored per game.,TP,23.353,,11.0,Dolphins
31,Total Touchdowns,The number of touchdowns scored in total.,TD,46.0,2.0,9.0,Dolphins
32,Total Yards,The number of yards accumulated in total.,TYDS,6451.0,364.0,6.0,Dolphins
33,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0.0,,1.0,Dolphins
34,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1.0,-1.0,1.0,Dolphins
35,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,0.0,,21.0,Dolphins
36,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,2.0,,16.0,Dolphins
37,Yards From Scrimmage Per Game,The yards gained from scrimmage per game.,SCRIM/G,0.0,,1.0,Dolphins
38,Yards Per Completion,The average number of yards per pass completion.,CMP,12.948,12.362000465393066,1.0,Dolphins
39,Yards Per Game,The average number of yards per game.,YDS/G,379.471,,6.0,Dolphins
40,Yards Per Pass Attempt,The average number yards per pass attempt.,AVG,8.159,8.184000015258789,1.0,Dolphins
41,Net Yards Per Pass Attempt,The average number net yards (taking sack yardage into account) per pass attempt.,NYDS/PA,7.2875605815831985,7.361111111111111,2.0,Dolphins
42,Quarterback Rating,Quarterback Rating.,RAT,95.014175,87.80059051513672,20.0,Dolphins
0,Average Gain,The average gained yards per position.,AG,636.242,,2.0,Dolphins
1,ESPN RB Rating,The ESPN Widereceiver Rating.,ESPNRB,2016.0,,26.0,Dolphins
2,Long Rushing,The amount of yards for the longest run.,LNG,67.0,20.0,9.0,Dolphins
3,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0.0,,1.0,Dolphins
4,Net Total Yards,The amount of total net yards.,NTYDS,6197.0,,6.0,Dolphins
5,Net Yards Per Game,The total net yards gained per game.,CMP,364.52942,,6.0,Dolphins
6,Rushing Attempts,The total number of attempted rushes.,ATT,390.0,22.0,31.0,Dolphins
7,20+ Yard Rushing Plays,The number of rushing big plays gained.,BIG,10.0,,17.0,Dolphins
8,Rushing 1st downs,The number of times a first down is picked up by a run.,FD,93.0,5.0,25.0,Dolphins
9,Rushing Fumbles,The number of times there is a run and then the ball is fumbled.,FUM,10.0,,17.0,Dolphins
10,Rushing Fumbles Lost,The number of times there is a run and then the ball is fumbled.,LST,1.0,,21.0,Dolphins
11,Rushing Touchdowns,The total number of rushing touchdowns.,TD,12.0,,22.0,Dolphins
12,Rushing Yards,The total rushing yards.,YDS,1686.0,99.0,25.0,Dolphins
13,Rushing Yards Per Game,The average number of rushing yards per game.,YDS/G,99.176,,25.0,Dolphins
14,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,33.0,,32.0,Dolphins
15,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-59.0,,2.0,Dolphins
16,Team Games Played,The numbers of team games played.,GP,17.0,,1.0,Dolphins
17,Total Offensive Plays,The number of offenseive plays run.,OP,1009.0,58.0,20.0,Dolphins
18,Total Points,The number of total points earned.,PTS,397.0,23.0,11.0,Dolphins
